id_doc;community;weight;AU;PY;TI;SO;DE
SAUQUET E, 2001, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;"SAUQUET E;LEBLOIS E";2001;MAPPING RUNOFF WITHIN THE GEWEX-RHONE PROJECT;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
MALATERRE PO, 2015, TRANSPORT OF WATER VERSUS TRANSPORT OVER WATER: EXPLORING THE DYNAMIC INTERPLAY OF TRANSPORT AND WATER;NA;1,000000000000000;"MALATERRE PO;JEAN-BAPTISTE N;DOREE C";2015;DATA ASSIMILATION TO IMPROVE MODELS USED FOR THE AUTOMATIC CONTROL OF RIVERS OR CANALS;TRANSPORT OF WATER VERSUS TRANSPORT OVER WATER: EXPLORING THE DYNAMIC INTERPLAY OF TRANSPORT AND WATER;NA
CAMENEN B, 2017, HOUILLE BLANCHE-REV INT;c9;1,000000000000000;CAMENEN B;2017;EFFECTS OF DAMS ON SEDIMENT CONTINUITY;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;"SEDIMENT TRANSPORT; DAM; SEDIMENT CONTINUITY"
PEULVE S, 1993, COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II;NA;1,000000000000000;"PEULVE S;SICRE MA;LORRE A;SALIOT A;DELEEUW M";1993;A STUDY OF THE MACROMOLECULAR CONSTITUENTS IN THE SUSPENDED MATTER OF THE RHONE DELTA USING CURIE-POINT PYROLYSIS - IMPLICATIONS IN THE FORMATION OF THE BENTHIC NEPHELOID LAYER;COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II;NA
NAHRATH S, 2019, ENVIRON SCI POLICY;NA;1,000000000000000;"NAHRATH S;GUERRIN J";2019;ENRICHING THE INSTITUTIONAL RESOURCE REGIME FRAMEWORK WITH THE POLITICS OF SCALE APPROACH;ENVIRONMENTAL SCIENCE \& POLICY;"INSTITUTIONAL RESOURCE REGIME; FUNCTIONAL REGULATORY SPACES; POLITICS OF; SCALE; RHONE RIVER BASIN; FLOODS; IMPLEMENTATION FAILURE"
CHATARD D, 2005, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;CHATARD D;2005;THE FLOOD FORECASTING SERVICES;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
VIGNATI DAL, 2006, ARCH SCI;c7;1,000000000000000;"VIGNATI DAL;LOIZEAU JL;JUESTRICH S";2006;INTERDISCIPLINARITY, SPATIAL AND TEMPORAL SCALES, AND LIFE-STYLE: CONSIDERATIONS OF THREE OBSERVERS OF THE ``CONGRES DU RHONE 2006'';ARCHIVES DES SCIENCES;"INTERDISCIPLINARY COOPERATION; STUDY SCALES; WATER FOOTPRINTS; ANTHROPOCENTRISM; SUSTAINABLE DEVELOPMENT"
COEUR D, 2007, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;"COEUR D;DJERBOUA A";2007;THE 1856 FLOOD: RECONSTRUCTION AND ANALYSIS OF A REFERENCE HYDROLOGICAL EVENT;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
VAN VOOREN N, 2017, BULL SOC LINN LYON;NA;1,000000000000000;"VAN VOOREN N;RIVOIRE B";2017;FIRST RECORD OF THE ALBINO FORM OF SARCOSCYPHA COCCINEA (PEZIZALES, ASCOMYCOTA) IN THE FRENCH DEPARTMENT OF RHONE;BULLETIN DE LA SOCIETE LINNEENNE DE LYON;"SARCOSCYPHACEAE; DISCOMYCETE; PIGMENT"
BRAVARD JP, 2010, BULL MENS SOC LINN LYON;NA;1,000000000000000;BRAVARD JP;2010;GEOGRAPHICAL FRAMEWORK OF THE RHONE;BULLETIN MENSUEL DE LA SOCIETE LINNEENNE DE LYON;NA
CHEN XIAOLEI CX, 2005, PROCEEDINGS OF THE 2ND INTERNATIONAL YELLOW RIVER FORUM ON KEEPING HEALTHY LIFE OF THE RIVER, VOL II;NA;1,000000000000000;"CHEN XIAOLEI CX;WANG LILI WL;GONG WEIGUO GW";2005;THE ANALYSIS OF THE INTEGRATED RIVER BASIN MANAGEMENT MODELS;PROCEEDINGS OF THE 2ND INTERNATIONAL YELLOW RIVER FORUM ON KEEPING HEALTHY LIFE OF THE RIVER, VOL II;"BASIN MANAGEMENT; INTEGRATED; MANAGEMENT MODEL"
LACHAL B, 2006, ARCH SCI;NA;1,000000000000000;LACHAL B;2006;THE `'RH(O)OVER-CAPNE GENEVOIS'' AND THE ENERGY;ARCHIVES DES SCIENCES;"RH(O)OVER-CAPNE; ENERGY; ELECTRICITY; GENEVA CANTON"
MARLE P, 2022, FRESHW BIOL;c1;1,000000000000000;"MARLE P;RIQUIER J;TIMONER P;MAYOR H;SLAVEYKOVA VI;CASTELLA E";2022;THERMAL REGIME, TOGETHER WITH LATERAL CONNECTIVITY, CONTROL AQUATIC INVERTEBRATE COMPOSITION IN RIVER FLOODPLAINS;FRESHWATER BIOLOGY;"FLOODPLAIN PROCESSES; GENERALISED DISSIMILARITY MODEL; HYDROLOGICAL; CONNECTIVITY; RHONE RIVER; SPECIES TURNOVER"
BOLLAERT E, 2006, RIVER FLOW 2006, VOLS 1 AND 2;c9;1,000000000000000;"BOLLAERT E;ANDRE S;DIOUF S;SIDLER D;FERRETTI S";2006;LONG-TERM MORPHOLOGICAL BEHAVIOR OF VERBOIS RESERVOIR (GENEVA);RIVER FLOW 2006, VOLS 1 AND 2;NA
LE CALLONNEC L, 2019, ARCHEOSCIENCES-REV ARCHEOM;NA;1,000000000000000;"LE CALLONNEC L;GAILLOT S;BELAVOINE F";2019;STABLE ISOTOPIC APPROACH ON MOLLUSK SHELLS TO PALEOENVIRONMENTAL RECONSTITUTION: STUDY OF AN URBAN SITE, LYON (FRANCE);ARCHEOSCIENCES-REVUE D ARCHEOMETRIE;"ANTIQUITY; BIVALVES; LYON; LITTLE ICE AGE; MEDIEVAL CLIMATE OPTIMUM; STABLE ISOTOPES"
BANQUE X, 2014, 10TH EUROPEAN CONFERENCE ON SYNTHETIC APERTURE RADAR (EUSAR 2014);NA;1,000000000000000;"BANQUE X;DURO J;DESROCHES D;POURTHIE N;FJORTOFT R";2014;RIVER CURRENT MEASUREMENTS WITH SPACE-BORNE BISTATIC INSAR DATA;10TH EUROPEAN CONFERENCE ON SYNTHETIC APERTURE RADAR (EUSAR 2014);NA
CHAMI M, 2022, IEEE TRANS GEOSCI REMOTE SENSING;c3;1,000000000000000;"CHAMI M;AOULAD Z;MIGEON S;MINGHELLI A";2022;ANALYSIS OF NIGHTTIME RADIANCES MEASURED BY VIIRS SATELLITE SENSOR (NASA/NOAA) OVER COASTAL WATERS AT SEASONAL AND DAILY TIME SCALES. APPLICATION TO THE OBSERVATION OF RIVER DISCHARGES DURING FLOODING EVENTS;IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING;"COASTAL WATERS; LUNAR ILLUMINATION; OCEAN COLOR; REMOTE SENSING; RIVER; FLOODING; VISIBLE INFRARED IMAGING RADIOMETER SUITE (VIIRS) SENSOR"
LOUBET A, 2010, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;"LOUBET A;PICHAUD M;CHAUVELON P";2010;WATER MANAGEMENT AND HYDRO-SEDIMENTARY FLUXES IN THE ILE DE CAMARGUE;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
CONVERT B, 2002, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;"CONVERT B;CORTIER B;BRAVARD JP";2002;FLUVIAL DYNAMIC OUTLOOK IN TWENTY FIRST CENTURY: THE RHONE WATERSHED EXAMPLE;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
PICOCHE Y, 2007, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;PICOCHE Y;2007;THE CASE OF THE LYON URBAN COMMUNITY, AT THE CONFLUENCE OF RHONE AND SAONE;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
PIGUET A, NA, LHB;NA;1,000000000000000;"PIGUET A;BONTRON G;BENEFICE A";NA;OPEN QUESTIONS ABOUT A JOINT STOCHASTIC OPTIMISATION OF AN HYDROPOWER CASCADE AND INTERMITTENT POWER GENERATIONS;LHB-HYDROSCIENCE JOURNAL;"PLANIFICATION DE PRODUCTION COURT TERME; CASCADE HYDRO-ELECTRIQUE; OPTIMISATION CONJOINTE; OPTIMISATION STOCHASTIQUE; PREVISION D'ENSEMBLE; SHORT-TERM PRODUCTION PLANNING; HYDROPOWER CASCADE; JOINT OPTIMISATION; STOCHASTIC OPTIMISATION; ENSEMBLE FORECASTING"
BARILLON B, 2010, INTEGRATING WATER SYSTEMS;NA;1,000000000000000;"BARILLON B;ZENASNI A;DAUTHUILLE P;CREN-OLIVE N;CHAPGIER J;LAVASTRE F";2010;ON-LINE MONITORING STATION FOR WATER QUALITY ASSESSMENT;INTEGRATING WATER SYSTEMS;NA
SANCHEZ-VELASCO L, 1999, REV BIOL TROP;NA;1,000000000000000;"SANCHEZ-VELASCO L;SHIRASAGO B";1999;DISTRIBUTION AND ABUNDANCE OF COPEPOD NAUPLII IN THE VICINITY OF A SUBMARINE CANYON (NW MEDITERRANEAN);REVISTA DE BIOLOGIA TROPICAL;"COPEPOD NAUPLII; SUBMARINE CANYON; SLOPE CURRENT; SALINITY FRONT; NW; MEDITERRANEAN"
HE K, 2022, NAT HAZARDS EARTH SYST SCI;NA;1,000000000000000;"HE K;YANG Q;SHEN X;ANAGNOSTOU EN";2022;BRIEF COMMUNICATION: WESTERN EUROPE FLOOD IN 2021-MAPPING AGRICULTURE FLOOD EXPOSURE FROM SYNTHETIC APERTURE RADAR (SAR);NATURAL HAZARDS AND EARTH SYSTEM SCIENCES;NA
LUYET V, 2003, SUSTAINABLE PLANNING AND DEVELOPMENT;NA;1,000000000000000;"LUYET V;IORGULESCU I;ARBORINO T;SCHLAEPFER R";2003;A FRAMEWORK FOR THE PARTICIPATIVE PROCESS IN A LARGE ENVIRONMENTAL PROJECT: THE THIRD RHONE CORRECTION (SWITZERLAND);SUSTAINABLE PLANNING AND DEVELOPMENT;NA
DURAND P, 2001, HOUILLE BLANCHE-REV INT;c9;1,000000000000000;DURAND P;2001;MAUVOISIN DAM - SERVICE AND BOTTOM OUTLET RAISING PROJECT ENVIRONMENTAL IMPACTS;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
PERRIN JF, 2010, BULL MENS SOC LINN LYON;NA;1,000000000000000;PERRIN JF;2010;THE DOORS OF BIODIVERSITY;BULLETIN MENSUEL DE LA SOCIETE LINNEENNE DE LYON;NA
VAZQUEZ-TARRIO D, 2022, GEOMORPHOLOGY;c5;0,900000000000000;"VAZQUEZ-TARRIO D;TAL M;PARROT E;PIEGAY H";2022;CAN WE INCORRECTLY LINK ARMOURING TO DAMMING? A NEED TO PROMOTE HYPOTHESIS-DRIVEN RATHER THAN EXPERT-BASED APPROACHES IN FLUVIAL GEOMORPHOLOGY;GEOMORPHOLOGY;"RHO?NERIVER; GRAINSIZE; ARMOURING; DAMS; ANTHROPOCENERIVERS; GEOMORPHICCHANGE; ATTRIBUTIONSTUDIES; INFERENCE-BASEDAPPROACH; DEDUCTIVEAPPROACH"
PFARRER B, 2022, HYDROBIOLOGIA;NA;1,000000000000000;"PFARRER B;CARLEVARO A;STUCKI P;SCHWARZER A;VICENTINI H;NEUBERT E";2022;NEW PHYLOGENETIC INSIGHTS ON SOME SPECIES OF UNIONIDAE FROM SWITZERLAND (BIVALVIA, PALAEOHETERODONTA, UNIONIDAE);HYDROBIOLOGIA;"UNIONIDAE; MOLECULAR PHYLOGENY; COI; SWISS LAKES; SWISS RIVERS; CONSERVATION"
SOUISSI A, 2022, MOL BIOL REP;NA;1,000000000000000;"SOUISSI A;BESNARD AL;EVANNO G";2022;A SNP MARKER TO DISCRIMINATE THE EUROPEAN BROOK LAMPREY (LAMPETRA PLANERI), RIVER LAMPREY (L. FLUVIATILIS) AND THEIR HYBRIDS;MOLECULAR BIOLOGY REPORTS;"BIODIVERSITY; CRYPTIC SPECIES; ECOTYPE; MOLECULAR IDENTIFICATION"
LEVEAU P, 2002, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;LEVEAU P;2002;FLUVIAL ENVIRONMENTS AND SOCIETIES: NEW APPROACHES TO THE STUDY OF ROMAN HYDRAULIC SYSTEMS IN SOUTHERN GAUL;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
LAMARQUE B, 2022, CONT SHELF RES;c6;1,000000000000000;"LAMARQUE B;DEFLANDRE B;SCHMIDT S;BERNARD G;DUBOSQ N;DIAZ M;LAVESQUE N;GARABETIAN F;GRASSO F;SOTTOLICHIO S;ROMERO-RAMIREZ A;CORDIER D;DANILO M;GREMARE A";2022;SPATIOTEMPORAL DYNAMICS OF SURFACE SEDIMENT CHARACTERISTICS AND BENTHIC MACROFAUNA COMPOSITIONS IN A TEMPERATE HIGH-ENERGY RIVER-DOMINATED OCEAN MARGIN;CONTINENTAL SHELF RESEARCH;"RIOMAR; WEST GIRONDE MUD PATCH; NORTH-EAST ATLANTIC SHELF; PARTICULATE; ORGANIC MATTER; BENTHIC MACROFAUNA; SPATIOTEMPORAL CHANGES; HYDRODYNAMICS; STORMS"
GUERTAULT L, 2018, HOUILLE BLANCHE-REV INT;c9;1,000000000000000;"GUERTAULT L;CAMENEN B;PAQUIER A;FAURE JB;PETEUIL C";2018;INTEREST OF 1D MODELLING TO STUDY ELONGATED DAM RESERVOIR: APPLICATION TO THE GENISSIAT RESERVOIR ON THE FRENCH UPPER RHONE;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;"SEDIMENT TRANSPORT; MORPHODYNAMICS; DAM RESERVOIR; 1D MODELLING"
SHUBIN PN, 2004, RUSS J GENET;NA;1,000000000000000;"SHUBIN PN;EFIMTZEVA EA;SHUBIN YP;CHELPANOVA TI";2004;GEOGRAPHICAL VARIATION OF ALLELE FREQUENCIES AT THE LDH-A* LOCUS IN THE ARCTIC GRAYLING THYMALLUS ARCTICUS PALL. AND IN THE EUROPEAN GRAYLING THYMALLUS THYMALLUS L.;RUSSIAN JOURNAL OF GENETICS;NA
DRAMAIS G, 2022, LHB;c9;1,000000000000000;"DRAMAIS G;LE COZ J;CAMENEN B;FRETAUD T;PIERREFEU G";2022;COMMENT PRELEVER LES SEDIMENTS EN SUSPENSION DANS LES COURS D'EAU ?;LHB-HYDROSCIENCE JOURNAL;"SAMPLING; SAMPLE; SUSPENSION; SEDIMENT"
SEIDEL K, 2001, IGARSS 2001: SCANNING THE PRESENT AND RESOLVING THE FUTURE, VOLS 1-7, PROCEEDINGS;NA;1,000000000000000;"SEIDEL K;SCHAPER J;MARTINEC J";2001;ALPINE SNOW COVER AND GLACIERS IN RELATION TO ALTITUDE FROM ADVANCED SATELLITE MONITORING;IGARSS 2001: SCANNING THE PRESENT AND RESOLVING THE FUTURE, VOLS 1-7, PROCEEDINGS;NA
SAUGY JN, 2022, EXP FLUIDS;NA;1,000000000000000;"SAUGY JN;AMINI A;DE CESARE G";2022;FLOW STRUCTURE AND GRAIN MOTION ASSESSMENTS OF LARGE RIVER WIDENING IN A PHYSICAL MODEL USING ULTRASONIC DOPPLER VELOCITY MEASUREMENTS;EXPERIMENTS IN FLUIDS;NA
COTTET J, 2007, PROCEEDINGS OF THE 3RD INTERNATIONAL YELLOW RIVER FORUM ON SUSTAINABLE WATER RESOURCES MANAGEMENT AND DELTA ECOSYSTEM MAINTENANCE, VOL I-a;NA;1,000000000000000;COTTET J;2007;EUROPEAN WATER FRAMEWORK DIRECTIVE;PROCEEDINGS OF THE 3RD INTERNATIONAL YELLOW RIVER FORUM ON SUSTAINABLE WATER RESOURCES MANAGEMENT AND DELTA ECOSYSTEM MAINTENANCE, VOL I;"EUROPEAN WATER FRAMEWORK DIRECTIVE (EWFD); TRANSPOSAL; FRENCH WATER; AGENCIES; SELECTIVE AID; WATER FUNDING"
LIECHTI TC, 2016, SUSTAINABLE HYDRAULICS IN THE ERA OF GLOBAL CHANGE: ADVANCES IN WATER ENGINEERING AND RESEARCH;NA;1,000000000000000;"LIECHTI TC;DE CESARE G;SCHLEISS AJ;AMACHER R;PFISTER M";2016;WAVES GENERATED BY SHIP CONVOY: COMPARISON OF PHYSICAL AND NUMERICAL MODELING WITH IN-SITU MEASUREMENTS;SUSTAINABLE HYDRAULICS IN THE ERA OF GLOBAL CHANGE: ADVANCES IN WATER ENGINEERING AND RESEARCH;NA
IVONIN D, 2000, PACON 99 PROCEEDINGS;c2;1,000000000000000;"IVONIN D;SHRIRA V;BROCHE P";2000;ON REMOTE SENSING OF VERTICAL PROFILE OF OCEAN SURFACE CURRENTS BY MEANS OF ONE-FREQUENCY VHF RADAR;PACON 99 PROCEEDINGS;NA
RUIZ-VILLANUEVA V, 2014, RIVER FLOW 2014;NA;1,000000000000000;"RUIZ-VILLANUEVA V;STOFFEL M;PIEGAY V;PERRET F";2014;WOOD DENSITY ASSESSMENT TO IMPROVE UNDERSTANDING OF LARGE WOOD BUOYANCY IN RIVERS;RIVER FLOW 2014;NA
VEUTHEY F, 1993, ENG GEOL;NA;1,000000000000000;VEUTHEY F;1993;THE RESTORATION OF HAZARDOUS-WASTE SITES IN ALPINE REGIONS;ENGINEERING GEOLOGY;NA
PANIGONI T, 2013, ROCK DYNAMICS AND APPLICATIONS - STATE OF THE ART;NA;1,000000000000000;"PANIGONI T;PERU Y";2013;VIBRATIONS CONTROL IN URBAN ENVIRONMENT: EXCAVATION WITH EXPLOSIVES OF THE NORTH TUBE OF THE CROIX-ROUSSE TUNNEL;ROCK DYNAMICS AND APPLICATIONS - STATE OF THE ART;NA
FAYEIN L, 2010, PROCEEDINGS OF THE 4TH INTERNATIONAL YELLOW RIVER FORUM ON ECOLOGICAL CIVILIZATION AND RIVER ETHICS, VOL I;NA;1,000000000000000;"FAYEIN L;GUERBER F";2010;WATER RESOURCES MANAGEMENT IN FRANCE BASED ON SOLIDARITY: THE EXAMPLE OF THE RHONE MEDITERRANEE \& CORSE BASINS;PROCEEDINGS OF THE 4TH INTERNATIONAL YELLOW RIVER FORUM ON ECOLOGICAL CIVILIZATION AND RIVER ETHICS, VOL I;"WATER RESOURCES MANAGEMENT; ETHICS; RHONE AND MEDITERRANEAN BASIN"
PAGES JC, 1999, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;"PAGES JC;COMPAS JM;ROUMIEU P;ROULT D;SAU J";1999;RIVER REGULATION THROUGH PREDICTIVE CONTROL WITH ALL ON-BOARD KNOWLEDGE MODEL;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
DECOBERT G, 2004, STRATEGY SELECTION FOR THE DECOMMISSIONING OF NUCLEAR FACILITIES, SEMINAR PROCEEDINGS;NA;1,000000000000000;"DECOBERT G;GEORGES C;VIGNAU B";2004;THE UP1 DECOMMISSIONING PROGRAMME AT THE COGEMA-MARCOULE SITE STRATEGIC APPROACH;STRATEGY SELECTION FOR THE DECOMMISSIONING OF NUCLEAR FACILITIES, SEMINAR PROCEEDINGS;NA
ANDRE S, 2003, HOUILLE BLANCHE-REV INT;c9;0,666666666666667;"ANDRE S;BOILLAT JL";2003;DREDGING OF SAND OF A CUL-DE-SAC CHANNEL BY WATER INJECTION;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
STEINER W, 2021, GEOTECHNICAL ASPECTS OF UNDERGROUND CONSTRUCTION IN SOFT GROUND;NA;1,000000000000000;"STEINER W;WITSCHI T;FERRARI A";2021;URBAN TUNNELLING IN GLACIAL SOILS: TUNNEL DE CHAMPEL, GENEVA;GEOTECHNICAL ASPECTS OF UNDERGROUND CONSTRUCTION IN SOFT GROUND;NA
HAMMAN C, 2022, ARCHIT DES;NA;1,000000000000000;HAMMAN C;2022;SEEING THINGS DIFFERENTLY: PAINTING, THE OBJECT AND THE ART OF CONVERSATION;ARCHITECTURAL DESIGN;"WILL ALSOP; CARDIFF BAY VISITOR CENTRE; WALES; HOTEL DU DEPARTEMENT DES; BOUCHES-DU-RHONE; MARSEILLE; NORMAN FOSTER; METRO LINE; MEDITERRANEAN; SEA; YVES KLEIN; BRIAN CLARKE; HAMMERSMITH; RIVERSIDE STUDIOS; POWER; HOUSE; CHELSEA; NORFOLK; BRUCE MCLEAN; PARKGATE STUDIOS; LONDON; BATTERSEA; VYNER STREET; PECKHAM LIBRARY; SHARPE CENTRE FOR DESIGN; ONTARIO COLLEGE OF ART \& DESIGN (OCAD); TORONTO; BERLIN; POTSDAMER; PLATZ; NORTHAMPTON; HENRY BIRD; RIVER NENE; BLACKMILLS; MILLENNIUM PARK; SCHEME; ART BRIDGE; SHOEMAKER'S BRIDGE; SWIMMERS BRIDGE; INSTITUTE OF; CONTEMPORARY ARTS (ICA); LONDON-TO-CHATHAM RAILWAY; RIVER THAMES; BLACKFRIARS BRIDGE; CEDRIC PRICE; FUN PALACE; PAUL FINCH; MEL GOODING; ROYAL ACADEMY OF ARTS; MARCO GOLDSCHMIED FOUNDATION (MGF); STIRLING; PRIZE; LONDON SCHOOL OF ARCHITECTURE (LSA); STEPHEN LAWRENCE PRIZE"
CHRISTOL M, 2010, VIVRE EN GAULE NARBONNAISE: ISIS AU CAPITOLE;NA;1,000000000000000;CHRISTOL M;2010;``THE ORGANIZATION OF COMMUNITIES IN SOUTHERN GAUL (TRANSALPINE, THEN NARBONENSIS) UNDER ROMAN RULE'';VIVRE EN GAULE NARBONNAISE: ISIS AU CAPITOLE;"TRANSALPINE; NARBONENSIS; OPPIDA LATINA; CITIES; PEOPLES; COLONIES; ``CONFEDERATIONS''"
KEIL A, 2015, STAHLBAU;NA;1,000000000000000;"KEIL A;ZIMMERMANN M;DEILLON A";2015;PEACE BRIDGE FOR LYON;STAHLBAU;NA
JEZEQUEL C, 2014, BULL MENS SOC LINN LYON;c1;1,000000000000000;JEZEQUEL C;2014;HYDROLOGICAL FUNCTIONING OF THE RESERVE NATURELLE NATIONALE DU MARAIS DE LAVOURS;BULLETIN MENSUEL DE LA SOCIETE LINNEENNE DE LYON;"HYDROLOGY; PEAT BOG; HISTORICAL DATA; DRY OUT; DRAINAGE"
FEUILLAS D, 2010, HOUILLE BLANCHE-REV INT;NA;1,000000000000000;FEUILLAS D;2010;IMPROVING THE RELIABILITY OF CNR'S FLOOD SPILLWAYS;HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;NA
GUILLEN-LUDENA S, 2015, PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS: DELTAS OF THE FUTURE AND WHAT HAPPENS UPSTREAM;NA;1,000000000000000;GUILLEN-LUDENA S;2015;HYDRO-MORPHODYNAMIC DIFFERENCES INDUCED BY DIFFERENT ANGLES IN AN EXPERIMENTAL DISCORDANT CONFLUENCE;PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS: DELTAS OF THE FUTURE AND WHAT HAPPENS UPSTREAM;"RIVER CONFLUENCES; CONFLUENCE ANGLE; DISCORDANT BED; SEDIMENT TRANSPORT; SUPERCRITICAL FLOW"
ROMERO I, 2006, J COAST RES;NA;1,000000000000000;"ROMERO I;FALCO S;RODILLA M;SIERRA JP;DEL RIO JG;MOSSO C";2006;SALINITY, NUTRIENT AND CHLOROPHYLL A VERTICAL VARIATIONS IN THE EBRO RIVER PLUME;JOURNAL OF COASTAL RESEARCH;"NITROGEN; PHOSPHOROUS; SAMPLING SYSTEM; COASTAL"
COTTET J, 2007, PROCEEDINGS OF THE 3RD INTERNATIONAL YELLOW RIVER FORUM ON SUSTAINABLE WATER RESOURCES MANAGEMENT AND DELTA ECOSYSTEM MAINTENANCE, VOL I-a-b;NA;1,000000000000000;COTTET J;2007;CLIMATE CHANGE INFLUENCE ON A WATER POLICY;PROCEEDINGS OF THE 3RD INTERNATIONAL YELLOW RIVER FORUM ON SUSTAINABLE WATER RESOURCES MANAGEMENT AND DELTA ECOSYSTEM MAINTENANCE, VOL I;"CLIMATE CHANGE; CLIMATE - WATER; CLIMATE - WATER POLICY IMPACT; WATER; SCARCITY; FLOOD PLAIN"
PANFILI J, 2022, CAN J FISH AQUAT SCI;NA;1,000000000000000;"PANFILI J;BOULENGER C;MUSSEAU AJ";2022;EXTREME VARIABILITY IN EUROPEAN EEL GROWTH REVEALED BY AN EXTENDED MARK AND RECAPTURE EXPERIMENT IN SOUTHERN FRANCE AND IMPLICATIONS FOR MANAGEMENT;CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES;NA
ZHANG DANRONG ZD, 2009, PROGRESS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL II, PTS A AND B;NA;1,000000000000000;"ZHANG DANRONG ZD;YE BIN YB;GUAN YIQING GY;LEI NIMING LN";2009;EFFECT OF KEY SOIL PROPERTIES ON DINOSEB ADSORPTION TO SOILS;PROGRESS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL II, PTS A AND B;"BATCH EXPERIMENT; DINOSEB; ORGANIC CARBON; SORPTION"
NMOR S, 2022, GEOSCI MODEL DEV;c6;1,000000000000000;"NMOR S;VIOLLIER E;PASTOR L;LANSARD B;RABOUILLE C;SOETAERT K";2022;FESDIA (V1.0): EXPLORING TEMPORAL VARIATIONS OF SEDIMENT BIOGEOCHEMISTRY UNDER THE INFLUENCE OF FLOOD EVENTS USING NUMERICAL MODELLING;GEOSCIENTIFIC MODEL DEVELOPMENT;NA
GANDILLON G, 1998, CHIMIA;NA;1,000000000000000;GANDILLON G;1998;GIVAUDAN ROURE CELEBRATES THE 100TH ANNIVERSARY OF THE FOUNDATION OF ITS GENEVA PLANT;CHIMIA;NA
PERRON V, 2022, SEISMOL RES LETT;NA;1,000000000000000;"PERRON V;BERGAMO P;FAH D";2022;SITE AMPLIFICATION AT HIGH SPATIAL RESOLUTION FROM COMBINED AMBIENT NOISE AND EARTHQUAKE RECORDINGS IN SION, SWITZERLAND;SEISMOLOGICAL RESEARCH LETTERS;NA
RICHARD J, 2007, PRODUCT LIFECYCLE MANAGEMENT: ASSESSING THE INDUSTRIAL RELEVANCE;NA;1,000000000000000;"RICHARD J;LEVERINGTON P";2007;LIFECYCLE ANALYSIS ASPECTS OF BIOFUELS - WHAT CAN BE LEARNED FROM A PRACTICAL CASE OF INLAND WATERWAYS TRANSPORT?;PRODUCT LIFECYCLE MANAGEMENT: ASSESSING THE INDUSTRIAL RELEVANCE;"INDUSTRIAL ECOLOGY; ENVIRONMENTAL IMPACTS ANALYSIS; LCA; BIOFUELS; DIESEL; BIODIESEL; VEGETABLE OIL"
NA NA, 2009, BIOLOGY, CONSERVATION AND SUSTAINABLE DEVELOPMENT OF STURGEONS;NA;1,000000000000000;NA NA;2009;BIOLOGY, CONSERVATION AND SUSTAINABLE DEVELOPMENT OF STURGEONS;BIOLOGY, CONSERVATION AND SUSTAINABLE DEVELOPMENT OF STURGEONS;NA
QIU Z, 2009, 2009 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM, VOLS 1-5;c2;0,833333333333333;"QIU Z;DOGLIOLI AM;CARLOTTI F";2009;ZOOPLANKTON TRANSPORT AND DISTRIBUTIONS IN THE GULF OF LIONS: ESTIMATES FROM A LAGRANGIAN MODEL AND OPTICAL REMOTE SENSING DATA;2009 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM, VOLS 1-5;"ZOOPLANKTON; LAGRANGIAN; GULF OF LIONS"
